,A,B,label
6557,The,"Then, the proximal algorithm on the problem (31) consists of two steps at each iteration t: (i) forthe smooth function −f (z), take a gradient descent step at the current iterate zt (zt+ 12 below) and∞, take a proximal step for the function λtα∞",0
6558,adv for (cid:107) · (cid:107)2-IFGM attackFigure 12,(f) Test error vs,1
6559,We illustrate test misclassiﬁcationerror vs,(f) Test error vs,1
6560,"Wecompare standard WRM with ∞-norm PGM, FGM, IFGM models",(f) Test error vs,1
6561,Attacks on the MNIST dataset with larger (training and test) adversarial budgets,Table 1 shows the performance of the trained models over the original MDP and all of the perturbedMDPs,0
6562,"Top row: PGM attacks, middle row: FGM attacks,bottom row: IFGM attacks",(f) Test error vs,1
6563,"Top row: PGM attacks, middle row: FGM attacks,bottom row: IFGM attacks",(f) Test error vs,1
6564,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks",(f) Test error vs,1
6565,Attacks on the MNIST dataset with larger (training and test) adversarial budgets,(f) Test error vs,1
6566,the adversarial perturbation level adv,adv for (cid:107) · (cid:107)2-IFGM attack(f) Test error vs,0
6567,"Top row: PGM attacks, middle row: FGM attacks,bottom row: IFGM attacks","In Figure 8, we choose a ﬁxed WRM adversary (ﬁxed γadv) and perturb WRM models trained withvarious penalty parameters γ",0
6568,We illustrate test misclassiﬁcationerror vs,(f) Test error vs,1
6569,We illustrate test misclassiﬁcationerror vs,"where (cid:98)Ptest is the test distribution, c(z, z(cid:48)) := (cid:107)x − x(cid:48)(cid:107)2(20)2 + ∞ · 1{y (cid:54)= y(cid:48)} as before, andTγadv (θ, Z) = argmaxz{(cid:96)(θ; z) − γadvc(z, Z)} is the adversarial perturbation of Z (Monge map)for the model θ",0
6570,Attacks on the MNIST dataset with larger (training and test) adversarial budgets,"Ried-miller, A",0
6571,"Wecompare standard WRM with ∞-norm PGM, FGM, IFGM models","Aman Sinha∗,1, Hongseok Namkoong∗,2, John Duchi1,3Departments of 1Electrical Engineering, 2Management Science & Engineering, 3StatisticsStanford UniversityStanford, CA 94305{amans,hnamk,jduchi}@stanford.edu",0
6572,"Wecompare standard WRM with ∞-norm PGM, FGM, IFGM models",(f) Test error vs,1
6573,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks",N,0
6574,Attacks on the MNIST dataset with larger (training and test) adversarial budgets,(f) Test error vs,1
6575,"Top row: PGM attacks, middle row: FGM attacks,bottom row: IFGM attacks",(f) Test error vs,1
6576,(f) Test error vs,(f) Test error vs,1
6577,adv for (cid:107) · (cid:107)∞-IFGM attack(e) Test error vs,(f) Test error vs,1
6578,"Wecompare standard WRM with ∞-norm PGM, FGM, IFGM models",the adversarial perturbation level adv,0
6579,The,"Assume E[(cid:107)∇F (θ) − ∇θφγ(θ, Z)(cid:107)2take constant stepsizes α =, Algorithm 1satisﬁes",0
6580,We illustrate test misclassiﬁcationerror vs,(f) Test error vs,1
6581,We illustrate test misclassiﬁcationerror vs,"WRM, which provablydefends against small perturbations, outperforms other heuristics against imperceptible attacks forboth Euclidean and ∞ norms",0
6582,adv for (cid:107) · (cid:107)∞-IFGM attack(e) Test error vs,"One form of adversarial training trains on the losses (cid:96)(θ; (xi + ∆xi(θ), yi)) (Goodfellow et al.,2015; Kurakin et al., 2016), while others perform iterated variants (Papernot et al., 2016b; Carlini& Wagner, 2017; Madry et al., 2017; Tram`er et al., 2017)",0
6583,(f) Test error vs,(f) Test error vs,1
6584,adv for (cid:107) · (cid:107)2-IFGM attackFigure 12,"WRM, which provablydefends against small perturbations, outperforms other heuristics against imperceptible attacks forboth Euclidean and ∞ norms",0
6585,The,"Leveraging the insight (4), we give up the requirement that we wish a prescribed amount ρ of ro-bustness (solving the worst-case problem (1) for P = {P : Wc(P, P0) ≤ ρ}) and focus instead onthe Lagrangian penalty problem (2) and its empirical counterpart",0
6586,the adversarial perturbation level adv,"The decision problem is thus NP-complete.Now, consider an oracle O for the optimization problem",0
6587,The,"Furthermore, ourstatistical guarantees (Theorems 3 and 4) use (cid:107)·(cid:107)∞-covering numbers as a measure of model com-plexity, which can become prohibitively large for deep networks",0
6588,The,Distillation as a defense to adversarialperturbations against deep neural networks,0
6589,adv for (cid:107) · (cid:107)2-IFGM attackFigure 12,"Left column: Euclidean-norm attacks, rightcolumn: ∞-norm attacks",0
6590,adv for (cid:107) · (cid:107)∞-IFGM attack(e) Test error vs,"Heuristically, ignoring the truncation term in the proximal update (34),we haveHere, we move towards the sign of zt + λt∇f (zt) − z0 modulated by the term βt, as opposed tojust the sign of ∇f (zt) for the iterated fast sign gradient method (Goodfellow et al., 2015; Kurakinet al., 2016).",0
6591,"Wecompare standard WRM with ∞-norm PGM, FGM, IFGM models","In the following, we use polynomial time to mean polynomial growth with respect to m,the dimension of the inputs z.An optimization problem is NPO (NP-Optimization) if (i) the dimensionality of the solution growspolynomially, (ii) the language {u ∈ U} can be recognized in polynomial time (i.e",0
6592,We illustrate test misclassiﬁcationerror vs,(f) Test error vs,1
6593,We illustrate test misclassiﬁcationerror vs,"One form of adversarial training trains on the losses (cid:96)(θ; (xi + ∆xi(θ), yi)) (Goodfellow et al.,2015; Kurakin et al., 2016), while others perform iterated variants (Papernot et al., 2016b; Carlini& Wagner, 2017; Madry et al., 2017; Tram`er et al., 2017)",0
6594,adv for (cid:107) · (cid:107)∞-IFGM attack(e) Test error vs,(f) Test error vs,1
6595,adv for (cid:107) · (cid:107)2-IFGM attackFigure 12,(f) Test error vs,1
6596,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks","Speciﬁcally, for large enough penalty γ (by duality,small enough robustness ρ), the function z (cid:55)→ (cid:96)(θ; z) − γc(z, z0) in the robust surrogate (2b) isstrongly concave and hence easy to optimize if (cid:96)(θ, z) is smooth in z",0
6597,"Wecompare standard WRM with ∞-norm PGM, FGM, IFGM models","Fidjeland, G",0
6598,adv for (cid:107) · (cid:107)∞-IFGM attack(e) Test error vs,(f) Test error vs,1
6599,"Top row: PGM attacks, middle row: FGM attacks,bottom row: IFGM attacks","This notion of robustness is typically intractable: the inner supremum isgenerally non-concave in u, so it is unclear whether model-ﬁtting with these techniques converges,and there are possibly worst-case perturbations these techniques do not ﬁnd",0
6600,"Top row: PGM attacks, middle row:FGM attacks, bottom row: IFGM attacks",(e) Test error vs,1
6601,"The vertical bar in (b), (d), and (f) indicates the perturbation level that was used for",(e) Test error vs,1
6602,adv for (cid:107) · (cid:107)∞-IFGM attackFigure 13,(e) Test error vs,1
6603,All models are trained in the ∞-norm,"By considering a La-grangian penalty formulation of perturbing the underlying data distribution in aWasserstein ball, we provide a training procedure that augments model param-eter updates with worst-case perturbations of training data",0
6604,adv for (cid:107) · (cid:107)∞-IFGM attackFigure 13,(e) Test error vs,1
6605,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks",(e) Test error vs,1
6606,"Top row: PGM attacks, middle row:FGM attacks, bottom row: IFGM attacks",(e) Test error vs,1
6607,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks",(e) Test error vs,1
6608,Attacks on the MNIST dataset,"We consider Markov decision processes (MDP’s)(S,A, Psa, r) with state space S, action space A, state-action transition probabilities Psa, and re-wards r : S → R",0
6609,"The vertical bar in (b), (d), and (f) indicates the perturbation level that was used for","Graves, M",0
6610,Attacks on the MNIST dataset,(e) Test error vs,1
6611,We illustrate testmisclassiﬁcation error vs,"For both activations, WRMpushes the classiﬁcation boundaries further outwards than ERM or FGM",0
6612,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks",(e) Test error vs,1
6613,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks",Attacks on the MNIST dataset with larger (training and test) adversarial budgets,0
6614,All models are trained in the ∞-norm,"For any θ, optimality of z(cid:63)(θ) implies thatgz(θ, z(cid:63)(θ))T (z−z(cid:63)(θ)) ≤ 0",0
6615,"Top row: PGM attacks, middle row:FGM attacks, bottom row: IFGM attacks",(e) Test error vs,1
6616,adv for (cid:107) · (cid:107)2-IFGM attack(f) Test error vs,(e) Test error vs,1
6617,We illustrate testmisclassiﬁcation error vs,the adversarial perturbation level adv,0
6618,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks","In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition, pp",0
6619,Attacks on the MNIST dataset,G,0
6620,the adversarial perturbation level adv,"Consequently, stochasticgradient methods applied to problem (2) have similar convergence guarantees as for non-robustmethods (ERM)",0
6621,adv for (cid:107) · (cid:107)∞-IFGM attackFigure 13,(e) Test error vs,1
6622,All models are trained in the ∞-norm,"Both models perform similarly over easier environments, but the robust model greatly out-performs in harder environments",0
6623,(e) Test error vs,(e) Test error vs,1
6624,adv for (cid:107) · (cid:107)2-IFGM attack(f) Test error vs,"Then, for a ﬁxed t > 0 and numerical
constants b1, b2 > 0, with probability at least 1 − e−t, simultaneously for all θ ∈ Θ, ρ ≥ 0, γ ≥ 0,
(11)",0
6625,"Top row: PGM attacks, middle row:FGM attacks, bottom row: IFGM attacks",(e) Test error vs,1
6626,(e) Test error vs,G,0
6627,"Top row: PGM attacks, middle row:FGM attacks, bottom row: IFGM attacks","(2016) show how to convert the saddle-pointproblem (1) to a regularized ERM problem, but this is possible only for a limited class of convexlosses (cid:96) and costs c",0
6628,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks","As before, we assumethat cx is nonnegative, continuous, convex in its ﬁrst argument and satisﬁes cx(x, x) = 0.Under the cost function (8), the robust surrogate loss in the penalty problem (2) and its empiricalcounterpart (7) becomes",0
6629,the adversarial perturbation level adv,"(For example, continuity of f and closed convexity of c is sufﬁcient.) For any ρ > 0 wehave",0
6630,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks",(e) Test error vs,1
6631,(e) Test error vs,"In Section 3, we provide a certiﬁcate of robustness for any ρ; we give an efﬁcientlyEP [(cid:96)(θ; Z)]",0
6632,Attacks on the MNIST dataset,"Wu, S",0
6633,the adversarial perturbation level adv,"WRM matches or outperforms other heuristics against imperceptible at-tacks, while it underperforms for attacks with large adversarial budgets.",0
6634,Attacks on the MNIST dataset,(e) Test error vs,1
6635,(e) Test error vs,"In many systems, robustness to changes in the data-generating distribution P0 isdesirable, whether they be from covariate shifts, changes in the underlying domain (Ben-David et al.,2010), or adversarial attacks (Goodfellow et al., 2015; Kurakin et al., 2016)",0
6636,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks",The major beneﬁt of our approach is its simplicityand wide applicability across many models and machine-learning scenarios.There remain many avenues for future investigation,0
6637,Attacks on the MNIST dataset,"The vertical bar in (a) and (c) indicates theperturbation level that was used for training the PGM, FGM, and IFGM models and the estimated",0
6638,the adversarial perturbation level adv,Robust MDP’s consider an ambiguity set Psa for state-action transitions,0
6639,the adversarial perturbation level adv,(e) Test error vs,1
6640,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks","To see the second inequality, we show that ¯f is differentiable with ∇ ¯f (θ) = gθ(θ, z(cid:63)(θ))",0
6641,We illustrate testmisclassiﬁcation error vs,(e) Test error vs,1
6642,Attacks on the MNIST dataset,the adversarial perturbation level adv,0
6643,adv for (cid:107) · (cid:107)∞-IFGM attackFigure 13,"The key feature of the penalty problem (2) is that moderate levels of robustness—in particular,defense against imperceptible adversarial perturbations—are achievable at essentially no computa-tional or statistical cost for smooth losses (cid:96)",0
6644,(e) Test error vs,(e) Test error vs,1
6645,adv for (cid:107) · (cid:107)2-IFGM attack(f) Test error vs,"empirical problem, concentrates uniformly around its population counterpart.Theorem 4",0
6646,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks","Then, the proximal algorithm on the problem (31) consists of two steps at each iteration t: (i) forthe smooth function −f (z), take a gradient descent step at the current iterate zt (zt+ 12 below) and∞, take a proximal step for the function λtα∞",0
6647,"Top row: PGM attacks, middle row:FGM attacks, bottom row: IFGM attacks",(e) Test error vs,1
6648,"The vertical bar in (b), (d), and (f) indicates the perturbation level that was used for",(2017) attempt to mitigate this shortcoming,0
6649,(e) Test error vs,(e) Test error vs,1
6650,adv for (cid:107) · (cid:107)2-IFGM attack(f) Test error vs,"Our starting point is a duality result for the minimax problem (1)and its Lagrangian relaxation for Wasserstein-based uncertainty sets, which makes the connectionsbetween distributional robustness and the “lazy” surrogate (2b) clear",0
6651,Attacks on the MNIST dataset,(e) Test error vs,1
6652,adv for (cid:107) · (cid:107)∞-IFGM attackFigure 13,"If f is inf-compact, then ¯f is directionally differentiable with",0
6653,Attacks on the MNIST dataset,"For ρ ≥ 0 and distribution P0, we let P = {P : Wc(P, P0) ≤ ρ}, considering the Wassersteinform of the robust problem (1) and its Lagrangian relaxation (2) with γ ≥ 0",0
6654,(e) Test error vs,Our technique for distributionally robust optimization with adversarial training extends beyond su-pervised learning,0
6655,adv for (cid:107) · (cid:107)2-IFGM attack(f) Test error vs,(e) Test error vs,1
6656,(e) Test error vs,"Consider feedforward neural networks with ReLU’s and let U := {v ≤ u ≤ w}, where
v < w such that the optimization problem maxu∈U (cid:96)(θ; z + u) is NPO",0
6657,"Top row: PGM attacks, middle row:FGM attacks, bottom row: IFGM attacks",(e) Test error vs,1
6658,(e) Test error vs,"Previous approaches to distributional robustness have considered ﬁnite-dimensional parametrizations for P, such as constraint sets for moments, support, or directionaldeviations (Chen et al., 2007; Delage & Ye, 2010; Goh & Sim, 2010), as well as non-parametricdistances for probability measures such as f-divergences (Ben-Tal et al., 2013; Bertsimas et al.,2013; Lam & Zhou, 2015; Miyato et al., 2015; Duchi et al., 2016; Namkoong & Duchi, 2016), andWasserstein distances (Esfahani & Kuhn, 2015; Shaﬁeezadeh-Abadeh et al., 2015; Blanchet et al.,2016)",0
